"","Gp","Ep","Sp","ESGIp"
"Indonesia-2014",29.1977793272913,49.2801679570654,77.0966955427447,39.348546722827
"Indonesia-2015",28.1748133849239,47.9283681427918,78.7196846420628,38.7502736149521
"Indonesia-2016",32.2109546909155,48.8088383652724,81.6317377631591,42.5963607819939
"Indonesia-2017",33.2974196551587,48.7594182447475,84.926065682277,44.1068366590512
"Indonesia-2018",34.8932717452563,51.2711516725431,80.8949857351508,44.7753847854229
"Indonesia-2019",35.5721047315512,50.1333940608259,82.8955715052671,45.6170264257759
"Ireland-2004",84.6827473200293,8.15452388368314,75.0137290800898,79.4966282264422
"Ireland-2005",87.8663819737226,8.84023608356463,75.5587421607888,82.1816559014885
"Ireland-2006",88.5341807104239,10.6260635767139,77.3557319161593,83.213552321737
"Ireland-2007",89.3570241925888,11.6235499928532,77.9452145325011,84.063806266864
"Ireland-2008",89.6243828932131,13.3510073457697,77.8940449880461,84.4067938332425
"Ireland-2009",87.3320013289929,17.3147159259707,77.13631062346,82.7659267223853
"Ireland-2010",86.9605955732599,16.8854411556476,77.156102490738,82.4406441588796
"Ireland-2011",86.5425109816159,22.4213150046824,77.7016556702804,82.6713520827822
"Ireland-2012",86.5186948977155,22.1090559151497,77.9300933176886,82.6722956398531
"Ireland-2013",86.455562045867,24.1017061877822,77.6995797568035,82.7397156398142
"Ireland-2014",89.1805455945084,25.987718333215,77.7995026557415,85.0715049916531
"Ireland-2015",88.7709287310817,27.3568741539859,77.7210397042831,84.8437376040571
"Ireland-2016",86.131217087285,25.1631259091982,77.7755805610713,82.5849390873775
"Ireland-2017",85.7124075837458,28.2152468198655,77.7573753162884,82.4996897937627
"Ireland-2018",86.9427451047282,30.8649506258511,77.7440565539487,83.6881549876096
"Ireland-2019",85.5120566927421,33.6985501212521,78.0056002337559,82.8394258797547
"Italy-2004",70.8587501413717,30.0490880609554,83.9930565970049,72.128134690361
"Italy-2005",70.2579386341064,29.113701003824,86.0931466137597,71.9929639968947
"Italy-2006",69.5713360222347,29.5101565240062,87.8076305664853,71.82235177257
"Italy-2007",68.4701034880394,29.3088486146702,89.4440941495904,71.2590084859307
"Italy-2008",68.8349830950167,31.6151525061523,89.8467608074938,71.8167540138033
"Italy-2009",68.2699332533124,36.5570466773973,89.7705039489494,71.7589543175688
"Italy-2010",68.3630553438783,37.4290817204511,90.7128289855151,72.091264567365
"Italy-2011",67.566866915995,38.9984012430876,91.3218122483814,71.7103657104958
"Italy-2012",67.3725882678308,41.7599682000244,91.4946222466822,71.8170315543953
"Italy-2013",68.0475372516385,47.5486718834636,91.2800836713227,72.7828765001994
"Italy-2014",66.8907616753991,50.8892616298116,89.8283643089099,71.8522464325632
"Italy-2015",66.8870575597467,47.8602102493435,89.3110770644349,71.4985029195822
"Italy-2016",68.0482406308455,47.3844201802036,89.0316029288787,72.3233865724072
"Italy-2017",67.8734000536447,46.3236061443497,88.6397049733848,72.0202424132409
"Italy-2018",67.8583833869869,49.0984839773253,88.6448182217282,72.2366196581845
"Italy-2019",69.4335597924648,49.8075973177474,88.2759456541888,73.4685618136381
"Japan-2004",83.2667590707497,43.5871008840604,87.8754667395713,83.8319208878539
"Japan-2005",83.2575849460085,42.7247597713647,88.4950555931234,83.8770984825301
"Japan-2006",85.9363469749495,43.6251775030154,88.9938277755374,86.170795993945
"Japan-2007",83.9210712542556,42.2410686439539,89.6187907679262,84.5859939708144
"Japan-2008",83.7768108175272,43.4764449206322,89.9868183722817,84.6460469841649
"Japan-2009",84.472242776165,44.6639711932442,90.2777766523694,85.3516940784111
"Japan-2010",84.8113127695513,44.3339965498643,90.849872997336,85.706757033587
"Japan-2011",85.2472245817649,43.8771425588136,91.5673155133013,86.1569716943651
"Japan-2012",85.9939096811769,43.5212148408795,92.2502237681102,86.8546450729155
"Japan-2013",87.671782921057,43.9503255042593,92.8451394041153,88.336394135539
"Japan-2014",89.0997278137276,45.697330562227,94.011460669135,89.8416874279184
"Japan-2015",88.9181315889039,47.4043585016833,94.4316433966677,89.9211655139743
"Japan-2016",89.3586811009063,47.9283325698008,95.0473052644756,90.435162024566
"Japan-2017",89.447478881878,49.3375155376904,95.5556926082949,90.7218496212454
"Japan-2018",89.0129112450393,50.5376261542584,96.1911766812385,90.6022883456765
"Japan-2019",88.5337545967586,51.9427910082562,97.0185719642864,90.5023347135491
"Korea, Rep.-2004",68.5528593748588,36.1170538914134,88.5895605503639,71.712365390798
"Korea, Rep.-2005",70.8282971234083,36.6689086498787,88.9896780368349,73.638593075082
"Korea, Rep.-2006",69.2362984157513,36.424319899836,89.6668049324641,72.4926003756805
"Korea, Rep.-2007",73.3114663637728,35.4942938962587,90.6478878143222,75.8377834082021
"Korea, Rep.-2008",70.1744557978967,34.9680210571163,91.1008828857847,73.4009527263882
"Korea, Rep.-2009",72.0278694862101,34.9681244627892,91.4483038430384,74.9373931356116
"Korea, Rep.-2010",72.7134299736322,33.0677135275413,91.9467691517528,75.4235505504577
"Korea, Rep.-2011",74.068372725232,32.5095994689789,92.3392231934738,76.5285590204785
"Korea, Rep.-2012",72.8313881534676,32.6376715536558,92.5500696580889,75.6015525271136
"Korea, Rep.-2013",73.3958858537756,32.599033041177,92.7793383043068,76.0908627090906
"Korea, Rep.-2014",73.5830067737638,32.8241752244494,93.3882925190704,76.3784035941318
"Korea, Rep.-2015",72.3190684416303,32.7840836449266,93.8745053393277,75.4709782655247
"Korea, Rep.-2016",73.9619039727738,32.5995693906158,94.3125888045433,76.8435829920491
"Korea, Rep.-2017",75.3101723086472,32.8720741996666,94.4617785834295,77.963013912362
"Korea, Rep.-2018",77.8472288438171,32.7856864483993,94.8109216389481,80.0339823756781
"Korea, Rep.-2019",78.6820445150923,34.1766231601792,95.440954880404,80.9339913640712
"Mexico-2004",41.1723254399309,38.9597493216571,68.6095439883337,46.2983817086949
"Mexico-2005",39.0382552084977,39.1394931225592,70.6595453206836,45.0306404483953
"Mexico-2006",39.1619827074379,39.1373125965445,72.1998342165276,45.4343558055692
"Mexico-2007",39.1440701926402,38.3580731224627,72.7901024476889,45.4735968339622
"Mexico-2008",38.4590321187545,40.4558296298698,74.6832781905638,45.4790447408325
"Mexico-2009",39.1382950618044,37.878412146814,75.0127320237587,45.8712028795414
"Mexico-2010",39.1126962760472,40.0513343983566,76.9487252792138,46.4134172862435
"Mexico-2011",40.0686120622801,38.7870127782293,77.5091153850418,47.1780191881814
"Mexico-2012",41.496230816596,38.0226566541084,78.391265630356,48.4209418930552
"Mexico-2013",41.1612974679845,37.8445677840723,79.3044138077346,48.3225464200265
"Mexico-2014",39.2444613013715,40.6230371641059,79.6689562726485,47.1048561303974
"Mexico-2015",39.0864244180679,39.2383731646828,80.2044303593261,46.972689684055
"Mexico-2016",39.152583281571,39.1483267560917,81.2164928875265,47.2187128378943
"Mexico-2017",37.1712539396295,40.0377261131952,82.1526753061883,45.9087931921292
"Mexico-2018",37.6340638165829,40.4628974474777,82.0790622217624,46.2954182336128
"Mexico-2019",37.1816705168359,41.057567227089,82.8730319698144,46.1436390942556
"Netherlands-2004",93.9838824690597,8.05533592318623,75.6208314069397,86.9731948004348
"Netherlands-2005",92.6242340373682,9.88704907870082,76.4408396321947,86.2095834834668
"Netherlands-2006",91.8395648795453,10.8891816801609,77.8858718047863,85.9574114640273
"Netherlands-2007",92.2783558193673,10.4369667200881,79.3005660650477,86.5487743462386
"Netherlands-2008",92.0708272431768,11.196631027555,80.3569745257678,86.6565032628379
"Netherlands-2009",92.6121572134173,12.2195268411674,80.0823341879589,87.1143189594563
"Netherlands-2010",92.835726674902,10.9847422139288,79.4938190360612,87.0733133088945
"Netherlands-2011",94.7820727002717,13.2046130112512,79.5989264277843,88.8169934242106
"Netherlands-2012",95.2757641569462,14.327799193005,79.2583051912564,89.2321998515061
"Netherlands-2013",94.6969985842521,14.2632758920415,79.2041818679238,88.7579321835546
"Netherlands-2014",94.9838313830468,14.6175754731461,79.2873356241127,89.0305617168426
"Netherlands-2015",94.1615298194654,14.5381571556754,80.0438827496708,88.5232724524066
"Netherlands-2016",94.8225361984085,14.852614499544,80.1370149926886,89.0908702319826
"Netherlands-2017",95.1068460537059,16.297071427757,79.7699303629955,89.3613548499752
"Netherlands-2018",95.2872317585704,17.7374992222673,80.023999876896,89.6726025055748
"Netherlands-2019",94.1983295118551,19.6040709832869,80.5340508750949,89.064643309976
"Philippines-2004",16.0624183985695,50.8183701183976,49.5304614595293,23.5994616622638
"Philippines-2005",20.8031927938804,49.9335473489292,42.672658543656,25.9183691131803
"Philippines-2006",17.6115006930386,52.212029463912,44.3410554960025,23.9093467451128
"Philippines-2007",19.5258423250106,49.4133158280181,48.3672521874578,25.9954966889636
"Philippines-2008",18.7046014375244,50.6253207466197,51.2949865812368,26.0260526031102
"Philippines-2009",19.4050236890369,49.7831140171092,53.0665850895144,26.8635101210254
"Philippines-2010",19.784008704218,45.8195144551703,55.3179095923996,27.2861265215967
"Philippines-2011",22.3363455692721,47.3265204390773,58.5908632298074,30.0804153298064
"Philippines-2012",24.8317481942599,47.193903768497,59.6528966384195,32.2562135847579
"Philippines-2013",27.0109562735782,45.9221890850589,60.3001976836911,34.0060051751717
"Philippines-2014",30.2954824739108,45.4332751684985,63.1200620874349,37.1265490343534
"Philippines-2015",29.6606600391029,45.2153624787123,63.5573345127929,36.6929382673689
"Philippines-2016",27.6296944251594,44.3936533853792,66.9360612694409,35.6887271560967
"Philippines-2017",28.438062309806,44.4980701732851,68.4755157917392,36.6430657375857
"Philippines-2018",28.8653746178191,43.522139833354,71.9430661515273,37.5901905244779
"Philippines-2019",30.4705615695848,41.9706081410383,76.8940864582513,39.7173978230089
"Poland-2004",59.6221038209155,21.1744318083633,76.2925092691914,60.9753140399054
"Poland-2005",61.2344549079511,21.472273991088,78.5559676572033,62.7258435470774
"Poland-2006",59.7564465943907,21.0044783424116,81.5267922609106,62.1073985229808
"Poland-2007",62.1484608252216,21.5214169601774,82.8812524194027,64.3126177158149
"Poland-2008",65.4738130409854,22.3456381545071,83.6283130954023,67.1613234342287
"Poland-2009",67.3353342647564,23.8624403605922,83.9265025153205,68.8186158535923
"Poland-2010",69.2905436163973,23.7968286944169,84.7909510076176,70.5329629299887
"Poland-2011",70.1720429603431,24.5029664244956,86.0415260443379,71.5371037581213
"Poland-2012",71.311768092592,26.2591693518437,87.3482485751497,72.8428410355397
"Poland-2013",71.6677181982745,26.4290573694425,88.6901660467893,73.4051079482372
"Poland-2014",72.8562301244013,28.2383341162698,88.5626840311868,74.4689553308927
"Poland-2015",72.4325306684555,28.8623095945181,88.3587316852109,74.1440861559467
"Poland-2016",69.5568618772776,28.3297093323282,88.8183656600262,71.9149713681924
"Poland-2017",68.1120831221747,28.0068991612056,88.439890928713,70.6694684356539
"Poland-2018",67.4267213489034,27.1445704444932,88.0866434273318,69.9860547268842
"Poland-2019",67.9149909257505,29.2006701393653,88.2610573399719,70.5756669167176
"Portugal-2004",79.8741251010903,42.7449816961761,82.9301635151944,80.0946208030965
"Portugal-2005",80.3697393773071,36.7410102294759,84.0890113258284,80.2254908674819
"Portugal-2006",76.6179893600812,46.0930112406187,85.6532288659737,78.3316463437042
"Portugal-2007",76.4831572796318,47.8201854486657,87.0284629688426,78.6394926712308
"Portugal-2008",78.2873597906242,46.7882508578563,87.7905438847519,80.134810994159
"Portugal-2009",77.3973839583605,50.0243134409176,85.7081352258558,79.2815892701822
"Portugal-2010",75.2613606960807,60.0490976314783,86.2849616034969,78.5259663322286
"Portugal-2011",75.5072323779206,56.5448127766642,86.5333307231218,78.4829783638425
"Portugal-2012",76.3199240774662,54.5267698274797,86.479743062126,78.9505081588952
"Portugal-2013",77.3194406037943,64.1934121761145,86.5728975519449,80.5520284745917
"Portugal-2014",76.9564837214607,65.6849792917875,86.4530711884971,80.3630131281088
"Portugal-2015",79.6498281722881,57.1823455252978,86.3015895898819,81.7690312562152
"Portugal-2016",79.0995911418586,61.6479700102673,86.1286186715492,81.6647455498966
"Portugal-2017",80.8909542787641,51.7401228236769,86.2149879622397,82.2887875103239
"Portugal-2018",80.1625498937196,58.8853435850477,86.33946977297,82.3219672418033
"Portugal-2019",79.7283965756117,61.2808622410479,86.3160752402935,82.1697658919622
"Romania-2004",37.9216036445647,42.2066720537944,69.3623103643196,44.1400708987257
"Romania-2005",38.890267357398,45.1318586081881,71.2338223580488,45.5182854421134
"Romania-2006",42.1697532514603,42.099377884497,72.9481008885425,48.206938633085
"Romania-2007",42.8908780349423,39.8058392264672,76.0842812859677,49.21296366207
"Romania-2008",44.1613302378647,40.3250379324275,78.9108494404303,50.8227707571279
"Romania-2009",45.3486245884011,42.1442395731357,80.0232007847587,52.1327237703205
"Romania-2010",46.0547542867818,46.1360005673156,80.2307731697823,53.0599337317263
"Romania-2011",46.2814215963504,41.5703027697088,80.4376947386338,52.9065831731798
"Romania-2012",45.2927109472416,41.4270707774784,80.7896297949045,52.181950227163
"Romania-2013",48.3217291088371,47.689340206626,81.3667322022216,55.207631929787
"Romania-2014",49.0150355209002,52.0201492795138,81.5091324247665,56.1395112241122
"Romania-2015",50.4082738799497,51.0225726431675,81.9459658798018,57.2476644814272
"Romania-2016",51.7328421733589,52.3895854179789,81.2005905051237,58.2602873825154
"Romania-2017",50.6882020265944,49.9144420622505,82.3015484331434,57.4491703978403
"Romania-2018",49.6086594918704,51.5398501864062,83.1099941910908,56.8881388235508
"Romania-2019",52.19011553724,52.2219517520614,83.4760092716693,59.0605475019892
"Russian Federation-2004",20.914052090603,37.1323948194961,80.9387379756532,32.5582233665408
"Russian Federation-2005",21.3741327343878,36.54253299664,85.2149137654751,33.7235195745741
"Russian Federation-2006",21.3627467295245,35.3786914820677,88.9164698989863,34.3543974410598
"Russian Federation-2007",22.6927008423106,35.3711782849057,90.8379842374848,35.7884166105531
"Russian Federation-2008",23.1323112242205,34.030033875572,93.1566515064443,36.4871765867168
"Russian Federation-2009",23.4415521286206,36.41886056942,95.8386460184982,37.4603510210987
"Russian Federation-2010",23.7272870939263,34.5157078991869,96.5286743467021,37.6677733568528
"Russian Federation-2011",24.3629854184114,33.7240355907307,93.9872288161035,37.6014640037749
"Russian Federation-2012",25.0824004273382,33.4510738710458,94.7689703728739,38.3039714169708
"Russian Federation-2013",26.1430678847682,35.2004751878831,95.8225352012461,39.4962759157176
"Russian Federation-2014",26.904750792083,34.8468515454242,96.3044225477918,40.1660854387322
"Russian Federation-2015",25.6278916602401,34.4299166366731,92.7883083026738,38.422622413203
"Russian Federation-2016",27.1700298827401,35.235009001539,97.6880288051943,40.6827198576413
"Russian Federation-2017",29.2704154315435,34.9540318911138,97.606185060096,42.3064181761166
"Russian Federation-2018",29.9680785788106,34.6965352925417,97.8647513068542,42.8890566836393
"Russian Federation-2019",32.0904718806919,34.9729876902963,99.0023688079296,44.8180411475845
"Slovenia-2004",74.8755916391991,52.4147745220501,88.4562694080839,78.0265842095033
"Slovenia-2005",74.6007896062219,49.8939553789311,88.074010598953,77.5266424651422
"Slovenia-2006",75.1841990595849,50.3113070108935,88.5262689110317,78.1125600023095
"Slovenia-2007",75.4169570957113,49.1038744674778,89.1779352764756,78.3273953423279
"Slovenia-2008",77.1353227587294,50.6690562731666,90.0511395991276,79.9895174539814
"Slovenia-2009",77.3616002043856,54.5378799246075,90.1820888490957,80.5115208518858
"Slovenia-2010",75.3359353952035,54.178527604348,90.3414933797932,78.9099470077901
"Slovenia-2011",75.9340347869782,51.3933194573534,90.5541400938243,79.1976269624893
"Slovenia-2012",75.0547114939626,53.9419599302011,91.1721239766317,78.8328967126355
"Slovenia-2013",74.4767328516488,56.5408811756793,91.1597512754505,78.585669697785
"Slovenia-2014",75.2588052395161,61.6028060852306,91.586422332268,79.7041662969633
"Slovenia-2015",74.9049728577212,56.1608577396787,91.6377054836843,78.9885349798383
"Slovenia-2016",76.7642780032532,56.527208494032,91.7180261939962,80.5065823523327
"Slovenia-2017",75.826636893084,54.844313241874,92.1555093938546,79.7132829599419
"Slovenia-2018",76.6545980207942,57.4179205042183,92.3272024317783,80.6136847772536
"Slovenia-2019",78.2022891780718,57.8783551599015,92.5277492550178,81.9165985308989
"South Africa-2004",20.7720822728418,10.9508588294376,27.1113015659765,19.6104062218425
"South Africa-2005",20.9953383996725,12.4201059159588,30.2120607585045,20.523368497234
"South Africa-2006",21.4551056973523,11.8811477979856,31.480907927431,21.0952670722298
"South Africa-2007",21.3078444395843,10.9208272012596,34.8963299616739,21.578401994498
"South Africa-2008",22.9559126530316,10.1828668221718,37.413748752679,23.3228241910292
"South Africa-2009",24.7881539312747,10.2101979144073,41.0695578919715,25.5018464020408
"South Africa-2010",27.5248098101063,11.7876308729608,44.6520684933329,28.5093206182614
"South Africa-2011",30.2525034317132,11.7653338515801,50.1947412121227,31.7680169651681
"South Africa-2012",30.7189604760886,12.2172298367545,53.9364962910312,32.9175301577366
"South Africa-2013",32.9100967728383,12.5910291351174,56.0223028664543,35.0972438740292
"South Africa-2014",32.7377805008867,12.45278395156,57.4398399816671,35.2310445167701
"South Africa-2015",33.043965725589,14.2434180084306,58.7534369194071,35.8810177725116
"South Africa-2016",34.2510039344671,14.6351854946545,56.7896217015504,36.478710906232
"South Africa-2017",33.1611021991696,15.1967826120643,58.4042188671205,35.9824743269645
"South Africa-2018",33.5326325680613,15.7495292821636,59.5146710174823,36.5424574831787
"South Africa-2019",34.8088785552798,15.9287951080134,60.756795079086,37.8143089454642
"Spain-2004",79.0267380099666,34.0537933645607,82.5173683787181,78.6299461885016
"Spain-2005",80.1532535136616,31.7947531600392,84.1758920438645,79.6662681424948
"Spain-2006",74.905753475889,34.1675918746371,85.0513758158576,75.8798129957088
"Spain-2007",75.3042780694428,35.2150071218064,85.4758089111499,76.3654222098232
"Spain-2008",75.671257507435,37.1334303835654,85.497289616327,76.8173529484841
"Spain-2009",74.7231582729363,42.0633739776014,85.8497487164698,76.540449918628
"Spain-2010",75.5383310894812,47.1384344626097,86.1398198267178,77.6590976861767
"Spain-2011",77.1009496915471,45.5154404945444,86.5423954928379,78.8433331266971
"Spain-2012",76.2217760645436,45.4487705561866,86.1909614385274,78.0719916273703
"Spain-2013",75.6553213517005,52.2747222646388,86.3968814881192,78.2234223657503
"Spain-2014",74.6349925137845,52.4683194490843,86.6025550649245,77.4722902718672
"Spain-2015",74.6334931932951,48.8162993747125,86.5431083509219,77.1602105401661
"Spain-2016",76.4004324858029,51.336525794644,86.7029117403257,78.7973083215302
"Spain-2017",75.1404205177494,47.0709569333414,86.9862389668388,77.5066452804334
"Spain-2018",75.5781098201545,50.808740531366,87.238437188213,78.2093834300589
"Spain-2019",76.4569866757818,50.6971489096272,87.4719306273828,78.9424656082266
"Sweden-2004",97.826963268828,67.1372670335466,87.6070896294137,97.235212800325
"Sweden-2005",94.5285445042923,71.4300774306121,88.5154931800325,95.1557049186959
"Sweden-2006",94.2331880487161,70.5160660388621,89.4381630078631,95.0302663613257
"Sweden-2007",96.3355070503694,72.1512651971289,89.9474035394745,96.9298240616434
"Sweden-2008",95.9828309566102,73.9569513237445,89.7200848081507,96.7533232672398
"Sweden-2009",96.7808761447657,77.1231120183924,90.0712615242124,97.7142162354416
"Sweden-2010",96.7485950536485,74.2757961161953,90.639091756329,97.5682575108658
"Sweden-2011",98.4981700913079,75.4232195596967,90.8586965875253,99.0910582166312
"Sweden-2012",98.9456988996807,77.7589739176223,90.9389290454351,99.6526103485475
"Sweden-2013",98.6159955976148,70.2679797360119,89.2804619497841,98.4486825522765
"Sweden-2014",97.0474656954459,71.6877053546881,89.6803739400294,97.4025108762007
"Sweden-2015",96.913904048178,76.123649520519,90.1063177346651,97.7446511789166
"Sweden-2016",97.0511629413191,72.6345889261043,89.926777617022,97.5319249030209
"Sweden-2017",96.5546981607925,73.2218617834823,89.7860578662946,97.1589978321283
"Sweden-2018",96.6106102886287,72.1323242181134,89.6909038221261,97.0951376648073
"Sweden-2019",97.0371718432799,73.5713033602574,89.9895074924492,97.6100200438875
"Switzerland-2004",96.9717879674697,57.5391413866299,79.6410121207942,94.1898577082304
"Switzerland-2005",94.7004864808059,58.6131777410828,80.8236032100616,92.7144176339148
"Switzerland-2006",95.5218329025793,56.4401100825458,81.9416116633537,93.4088073477863
"Switzerland-2007",96.3749707383056,58.7755917036167,83.0668589684234,94.4990369549934
"Switzerland-2008",95.9252159084812,59.109108551388,83.9393264282118,94.3435507501702
"Switzerland-2009",95.5812566154618,59.446730253525,84.3214126000612,94.1747635890906
"Switzerland-2010",95.6894323729423,59.8005408669982,84.5253903596015,94.3299008319048
"Switzerland-2011",95.8829571587384,59.348654965148,85.0193426212551,94.5442243470416
"Switzerland-2012",97.6155163928578,62.3823972621928,85.3591794934318,96.2319152002989
"Switzerland-2013",97.0135741907143,62.255120608827,85.9068043600289,95.8536781372246
"Switzerland-2014",99.945707671691,62.5329240034655,86.1217095521331,98.2406092107686
"Switzerland-2015",98.4563391642668,65.2066529855895,86.130078784732,97.2820420911876
"Switzerland-2016",99.0532017681068,65.1670595338829,86.1171707663849,97.7487973963716
"Switzerland-2017",98.9093197427177,66.013866129091,85.7138606514691,97.6241239697523
"Switzerland-2018",99.2277578756508,63.8604468033005,85.0320612633843,97.5644693321709
"Switzerland-2019",97.6179822960039,64.4497215442543,85.331071520194,96.3975900132972
"Thailand-2004",42.8490611851294,36.6147092274503,69.2241620187537,47.5559520360375
"Thailand-2005",43.288067823179,36.4337223410402,71.5536337318814,48.3513920795765
"Thailand-2006",38.3091738434824,37.3400331085299,81.7115819980772,46.501192819856
"Thailand-2007",38.5032660875772,37.438554954319,78.7957777951518,46.0837927972628
"Thailand-2008",37.9716613666725,37.442097989789,81.0360842818714,46.1081604786341
"Thailand-2009",38.3546606188773,37.3821958363217,85.7260478292354,47.3380164520713
"Thailand-2010",38.0517065828109,36.3022426093021,87.7822628597704,47.4181183964711
"Thailand-2011",40.3892031385632,37.9078964911705,88.2758119248819,49.4983399342955
"Thailand-2012",41.1937378902406,37.6644582841484,89.1770388843651,50.2943904403645
"Thailand-2013",41.0600662950865,37.2141041362142,91.5068690768231,50.6144277774766
"Thailand-2014",41.3900534445713,37.536431835945,93.8087505687543,51.3592918119185
"Thailand-2015",41.2474510916214,37.1884007374421,95.3660961461815,51.5272065226811
"Thailand-2016",41.7341410056918,40.6946315582913,98.6595059429674,52.853825549064
"Thailand-2017",43.2144871163351,40.9973683980309,99.1989719692869,54.1578209928033
"Thailand-2018",43.0961350528995,42.2461778318786,99.6999375881358,54.2658911623986
"Thailand-2019",45.5042575712814,43.0058221419987,100,56.294315125365
"United Kingdom-2004",88.15548094232,11.5350230049288,77.7584534161162,83.0681484383697
"United Kingdom-2005",86.2271946044496,12.1593094561947,79.3274253029946,81.9041987796118
"United Kingdom-2006",89.4898039846745,12.5793290912133,80.3319835261421,84.7212702780341
"United Kingdom-2007",88.7524920055321,13.2385875549565,81.0702922917395,84.338142946627
"United Kingdom-2008",87.7696280134799,14.2257685378683,81.2360855297031,83.6737435253762
"United Kingdom-2009",84.8929283022666,16.4339349908852,81.4906242657174,81.6275337362891
"United Kingdom-2010",87.2597916960775,16.1951603192133,81.5109228360115,83.4859577642539
"United Kingdom-2011",86.5940303456908,19.1042785875745,81.5140484830662,83.1977115710549
"United Kingdom-2012",87.3457359168669,19.8186047181698,81.5373235201266,83.8559922728312
"United Kingdom-2013",88.1459294926584,22.3062475735502,81.579851934638,84.7017144085531
"United Kingdom-2014",89.5877869704364,25.9754796529825,81.7111845181842,86.1698749157538
"United Kingdom-2015",90.6590633682433,29.7007908675579,81.6943185959176,87.319787861389
"United Kingdom-2016",88.7103609888422,30.238364842364,81.5917018890523,85.8005601105994
"United Kingdom-2017",87.5114310209029,33.4042127924085,81.4059805612643,85.0736976611864
"United Kingdom-2018",86.3275587959087,35.9466587381743,81.2398194888228,84.3115881082635
"United Kingdom-2019",87.1178828164732,38.5161492881665,81.8429940539336,85.2675551300701
